name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2023-03-19,65.6,62.1,63.7,65.6,62.1,63.7,54.7,72.6,0,0,0,,0,0,26.4,8.5,180.2,1020.1,98.9,9.6,60.3,5.1,2,10,2023-03-19T07:21:23,2023-03-19T19:34:13,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"94860099999,YMAV,95874099999,94866099999,95936099999,95866099999,94872099999,D6954,94895599999,94865099999,YMML,94864099999,94870099999"
melbourne,2023-03-20,68.6,58.9,62.9,68.6,58.9,62.9,46.1,55.1,0,0,0,rain,0,0,29.8,12,160.4,1026.4,73.3,11.4,246.3,21.1,8,10,2023-03-20T07:22:20,2023-03-20T19:32:41,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-21,65.8,52.4,60.1,65.8,52.4,60.1,51,72.6,0.067,100,8.33,rain,0,0,17.7,5.4,43.8,1023.9,92.7,10.3,61.3,5.3,3,10,2023-03-21T07:23:15,2023-03-21T19:31:10,0.98,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-22,72.4,56.6,65.1,72.4,56.6,65.1,58.8,81.3,0.006,100,4.17,rain,0,0,18.3,8.3,177,1019.8,54.3,11.2,215.5,18.6,8,10,2023-03-22T07:24:11,2023-03-22T19:29:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-03-23,71.7,59.4,64.3,71.7,59.4,64.3,59.1,84.2,0.088,100,8.33,rain,0,0,19.2,7.3,188.5,1016.7,65.2,10.9,167.3,14.5,8,10,2023-03-23T07:25:07,2023-03-23T19:28:07,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-24,68.8,58.8,63.3,68.8,58.8,63.3,53.5,71.5,0.01,100,8.33,rain,0,0,28,9.7,168.2,1019.2,71,10.2,152.2,13.1,6,10,2023-03-24T07:26:02,2023-03-24T19:26:36,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-25,66.1,53.5,60.4,66.1,53.5,60.4,49.4,68.2,0,0,0,,0,0,27.5,12.9,162,1020.5,65.4,11.2,165.5,14.1,6,10,2023-03-25T07:26:58,2023-03-25T19:25:05,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-26,66.5,51.5,59.7,66.5,51.5,59.7,50.4,71.8,0,0,0,,0,0,19.9,7.1,181,1016.1,80.6,10.6,118.3,10.2,5,10,2023-03-26T07:27:53,2023-03-26T19:23:33,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-27,64.1,60,61.4,64.1,60,61.4,57.6,87.7,0.295,100,12.5,rain,0,0,20.6,6.6,6.2,1011.9,91.7,9.2,47.1,4.1,2,10,2023-03-27T07:28:48,2023-03-27T19:22:02,0.17,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-28,69.5,60.9,64.3,69.5,60.9,64.3,59.7,85.8,0.028,100,12.5,rain,0,0,17,8.1,199.1,1011,81.7,8.7,173.8,15.1,8,10,2023-03-28T07:29:43,2023-03-28T19:20:31,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-29,64.6,57.2,61,64.6,57.2,61,53.6,77.4,0.278,100,12.5,rain,0,0,32.2,12.6,195.4,1009.2,86.2,8.4,100.1,8.5,7,10,2023-03-29T07:30:38,2023-03-29T19:19:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"AV396,94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-03-30,64.8,54.7,59.6,64.8,54.7,59.6,49.8,70.5,0.047,100,12.5,rain,0,0,27.3,9.9,236.8,1010.5,81.9,10.9,151.6,13.2,8,10,2023-03-30T07:31:33,2023-03-30T19:17:30,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"94860099999,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-03-31,66.3,56.9,60.2,66.3,56.9,60.2,51.2,72.8,0.07,100,4.17,rain,0,0,24.6,10.7,231.9,1013.4,84.3,9.1,159.4,13.8,8,10,2023-03-31T07:32:27,2023-03-31T19:15:59,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"94860099999,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94854099999,94870099999"
melbourne,2023-04-01,59.5,52.2,56,59.5,52.2,56,46.2,70.9,0.042,100,12.5,rain,0,0,25.5,9.8,179.5,1019.5,81.4,11.3,92.7,8,3,10,2023-04-01T07:33:22,2023-04-01T19:14:29,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-02,64.7,47.1,56.4,64.7,47.1,56.2,46,69.2,0,0,0,rain,0,0,18.6,7.7,158.5,1020.5,27.5,10.8,209,18.7,7,10,2023-04-02T06:34:17,2023-04-02T18:12:59,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-03,72.1,47.6,59.2,72.1,45.3,59,52.3,79.9,0,0,0,,0,0,14.8,7.3,338.9,1018.5,29.5,11.2,192.2,16.6,8,10,2023-04-03T06:35:11,2023-04-03T18:11:30,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-04,71.4,53.2,61.8,71.4,53.2,61.8,56.8,85.3,0,0,0,,0,0,21.3,9.5,205.7,1018.1,50.1,10,205.4,17.9,7,10,2023-04-04T06:36:06,2023-04-04T18:10:00,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-05,64.6,57.4,61.3,64.6,57.4,61.3,55.5,82.1,0,0,0,rain,0,0,20.1,7.1,173.7,1017.3,79.9,9.1,59.5,5.1,2,10,2023-04-05T06:37:00,2023-04-05T18:08:31,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-06,76.5,56.7,65.9,76.5,56.7,65.9,54.3,69.5,0.074,100,4.17,rain,0,0,26.2,12.5,13.8,1010.1,87.1,8.4,138.2,11.9,6,10,2023-04-06T06:37:54,2023-04-06T18:07:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-07,66.6,59.5,62.7,66.6,59.5,62.7,55.6,78.2,0.129,100,12.5,rain,0,0,26.6,11.4,356.9,999.8,87.9,9.6,77,6.8,3,10,2023-04-07T06:38:49,2023-04-07T18:05:35,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-08,63,53.9,58.5,63,53.9,58.5,52,79.8,0.382,100,16.67,rain,0,0,38.5,11.3,240.8,1005.5,72.1,11.2,114.9,10.1,7,10,2023-04-08T06:39:43,2023-04-08T18:04:07,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-09,57.9,50.1,53.6,57.9,50.1,53.6,46.4,77.1,0.188,100,16.67,rain,0,0,37.4,11.7,233,1012.2,82.3,10.4,85.2,7.3,4,10,2023-04-09T06:40:38,2023-04-09T18:02:40,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-10,58.6,50.4,54.3,58.6,50.4,54.3,49,83.1,0.395,100,16.67,rain,0,0,30,10.4,213.9,1013.9,93.7,8.1,63.8,5.6,2,10,2023-04-10T06:41:32,2023-04-10T18:01:13,0.64,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-11,66,52.2,58.3,66,52.2,58.3,52.5,82.2,0.144,100,8.33,rain,0,0,13.2,5.6,149.1,1013.1,89.5,8.9,153.5,13.4,6,10,2023-04-11T06:42:26,2023-04-11T17:59:47,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999,94854099999"
melbourne,2023-04-12,65.4,54.6,59.1,65.4,54.6,59.1,52.3,78.9,0.386,100,12.5,rain,0,0,33.3,18.2,11.6,1006,83.1,10.5,121.7,10.5,7,10,2023-04-12T06:43:21,2023-04-12T17:58:22,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"94898099999,YMAV,95874099999,D6954,94866099999,95867099999,95936099999,94895599999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-04-13,71.8,52.2,61.3,71.8,52.2,61.3,55.3,82.2,0.025,100,4.17,rain,0,0,18.1,8.6,148.2,1014.4,49,9.7,126.4,10.9,6,10,2023-04-13T06:44:15,2023-04-13T17:56:57,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-14,76.1,51.6,62,76.1,51.6,62,53.8,77.7,0,0,0,,0,0,15,7.2,22,1012.3,60.1,9.3,180.3,15.5,7,10,2023-04-14T06:45:09,2023-04-14T17:55:33,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-15,68.7,55.9,62.9,68.7,55.9,62.9,53.4,72.6,0.458,100,8.33,rain,0,0,38,17.2,353.7,1001.6,97.5,9.4,68,5.9,4,10,2023-04-15T06:46:04,2023-04-15T17:54:09,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-16,61.2,52.5,56.3,61.2,52.5,56.3,51,83.6,1.015,100,12.5,rain,0,0,31.5,12.1,239.6,1007.4,71.5,9.8,76.7,6.9,3,10,2023-04-16T06:46:58,2023-04-16T17:52:46,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-17,67.7,47.5,58.7,67.7,44.3,58.4,48.5,69.8,0.004,100,4.17,rain,0,0,16.8,8.1,0.3,1021.7,65.3,11.4,90.4,7.7,5,10,2023-04-17T06:47:53,2023-04-17T17:51:24,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-04-18,71.9,55.8,63.2,71.9,55.8,63.2,51.8,67.7,0,0,0,,0,0,25.5,11.4,1.3,1021.2,52.5,11.4,151.2,13.1,7,10,2023-04-18T06:48:47,2023-04-18T17:50:02,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-19,61.3,50,58.1,61.3,50,58.1,47.7,69,0.004,100,4.17,rain,0,0,26.4,9.7,224.1,1021.7,73.3,10.8,123.7,10.6,6,10,2023-04-19T06:49:41,2023-04-19T17:48:41,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-20,64.8,45.3,56.1,64.8,43.1,55.6,47.3,73.7,0,0,0,,0,0,13.9,5.5,51.6,1026.1,50.4,10.7,155,13.3,7,10,2023-04-20T06:50:36,2023-04-20T17:47:21,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-21,65.2,52.1,59.6,65.2,52.1,59.6,53.4,80.6,0,0,0,,0,0,13.2,4.3,144.2,1029.5,77.7,11.4,89.5,7.8,4,10,2023-04-21T06:51:30,2023-04-21T17:46:02,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-22,66.6,57.9,61.4,66.6,57.9,61.4,55.1,80.3,0,0,0,,0,0,13.4,7.4,201.1,1031,87.6,11.1,102,8.7,5,10,2023-04-22T06:52:25,2023-04-22T17:44:44,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-23,65,54,60.7,65,54,60.7,55.3,83,0,0,0,,0,0,17.4,10.9,187.1,1032.8,53.5,10.7,94.1,8,4,10,2023-04-23T06:53:19,2023-04-23T17:43:27,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"94860099999,94898099999,95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-04-24,76,51.3,62.8,76,51.3,62.8,53.8,75.9,0.001,100,4.17,rain,0,0,25.1,13.7,8.2,1030.4,28.4,8.8,162.2,13.8,6,10,2023-04-24T06:54:14,2023-04-24T17:42:10,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-25,77.7,54.8,64.4,77.7,54.8,64.4,52.8,69.2,0,0,0,,0,0,17.2,9.1,15.5,1027.2,26.9,10.5,139.7,12,6,10,2023-04-25T06:55:08,2023-04-25T17:40:55,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-26,75.7,53,64.4,75.7,53,64.4,51.7,65.9,0,0,0,,0,0,25.3,12.7,13.2,1022.8,54.6,10.3,146.4,12.6,6,10,2023-04-26T06:56:03,2023-04-26T17:39:40,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-27,72,61.8,67.3,72,61.8,67.3,50.9,56.1,0.034,100,4.17,rain,0,0,40.7,18.5,359.6,1014.7,69.2,10.3,77.2,6.5,5,10,2023-04-27T06:56:57,2023-04-27T17:38:27,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-28,70.7,54.4,62.9,70.7,54.4,62.9,52.4,70.9,0.186,100,8.33,rain,0,0,29.3,14.1,334.7,1010.7,80,10.7,88.9,7.6,5,10,2023-04-28T06:57:51,2023-04-28T17:37:14,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-29,59.9,46.8,52.6,59.9,46.8,52.5,45.7,78.8,0.019,100,8.33,rain,0,0,16.6,7,213.1,1014.1,30.8,10.3,144.8,12.5,6,10,2023-04-29T06:58:46,2023-04-29T17:36:03,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-04-30,60.6,40.6,50.4,60.6,36.9,49.9,43.8,79.9,0.007,100,4.17,rain,0,0,18.3,8.2,182.9,1016.7,27.4,11.1,144,12.5,6,10,2023-04-30T06:59:40,2023-04-30T17:34:52,0.32,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-01,63,45,55.2,63,45,55.2,46.2,73.8,0,0,0,rain,0,0,10.5,5.6,345.4,1015.2,66.1,11.8,113.4,9.8,5,10,2023-05-01T07:00:34,2023-05-01T17:33:43,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-02,67.2,52.2,59.9,67.2,52.2,59.9,49.6,70.2,0.016,100,12.5,rain,0,0,29.8,9.6,327.9,1013.9,64.2,11.1,66.2,5.7,3,10,2023-05-02T07:01:28,2023-05-02T17:32:35,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-03,59.1,52.1,55.7,59.1,52.1,55.7,46,70.2,0.167,100,12.5,rain,0,0,46.1,12.6,297.4,1012.8,61,11.2,88.3,7.5,5,10,2023-05-03T07:02:22,2023-05-03T17:31:28,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"95874099999,D6954,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-05-04,59.6,47,54.2,59.6,45.8,54,46.4,75.9,0.006,100,4.17,rain,0,0,13.4,5.6,307.4,1020.7,73.8,10.3,94.9,8.1,5,10,2023-05-04T07:03:16,2023-05-04T17:30:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-05,62,51,56.3,62,51,56.3,43.3,62.6,0,0,0,rain,0,0,28.2,15.1,346.7,1016.2,80.6,10.3,105.9,9.1,6,10,2023-05-05T07:04:10,2023-05-05T17:29:18,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-06,53.9,45.8,50.4,53.9,44.1,50,46.3,86.4,0.447,100,16.67,rain,0,0,23.3,10.4,239.1,1019.8,87.5,9.3,65.8,5.6,4,10,2023-05-06T07:05:04,2023-05-06T17:28:15,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-07,54.2,43.9,47.9,54.2,40.3,46.1,41.8,80.3,0.572,100,16.67,rain,0,0,30.9,11.9,233.5,1024,78,10.4,107.8,9.3,5,10,2023-05-07T07:05:57,2023-05-07T17:27:13,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-08,58.1,46.5,52.1,58.1,43.4,51,46.3,81.1,0.04,100,16.67,rain,0,0,28.6,8.3,252.8,1025.1,77.1,10.5,81.5,7,5,10,2023-05-08T07:06:51,2023-05-08T17:26:12,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-09,59.8,52.1,55,59.8,52.1,55,49.6,82.1,0.037,100,16.67,rain,0,0,27.3,9.7,222,1026.9,84.6,10.6,65.8,5.8,5,10,2023-05-09T07:07:44,2023-05-09T17:25:13,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-10,58.4,51.9,54.5,58.4,51.9,54.5,50.5,87,0.038,100,12.5,rain,0,0,18.1,7.9,220.6,1029.2,90.2,9.9,46.3,3.9,3,10,2023-05-10T07:08:37,2023-05-10T17:24:15,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-11,64.5,44.8,53.9,64.5,42.6,53.6,46.5,78.5,0.007,100,4.17,rain,0,0,24.8,13.4,4.1,1026.9,13.5,11.8,135.1,11.8,6,10,2023-05-11T07:09:29,2023-05-11T17:23:18,0.69,Rain,Clear conditions throughout the day with early morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-12,75.8,48.6,56.2,75.8,46.5,55.9,49.2,78.6,0,0,0,,0,0,15.7,22.5,71.7,1028.3,68.7,10.1,101,8.7,4,10,2023-05-12T07:10:22,2023-05-12T17:22:23,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,94860099999,95874099999,94866099999,95936099999,95866099999,94872099999,D6954,6CV53CK,94895599999,YMML,94865099999,94864099999,94854099999,94870099999"
melbourne,2023-05-13,61.3,48.3,52.9,61.3,47.3,52.8,50.9,93.7,0,0,0,,0,0,11.9,6.5,154.1,1031.1,54.1,6.8,112.8,9.7,6,10,2023-05-13T07:11:14,2023-05-13T17:21:30,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-14,68.5,44.2,53.7,68.5,41.7,53.1,47.5,82.4,0.001,100,4.17,rain,0,0,17.4,10.1,1.6,1027.7,30.1,8.3,125,11,5,10,2023-05-14T07:12:06,2023-05-14T17:20:37,0.8,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-15,70.6,48.5,59.4,70.6,48.5,59.4,46.4,64.3,0,0,0,,0,0,24.8,11.8,357.1,1022.7,9.6,11.1,125.7,10.8,6,10,2023-05-15T07:12:57,2023-05-15T17:19:47,0.84,Clear,Clear conditions throughout the day.,clear-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-16,56.3,44.9,53.1,56.3,44.9,52.9,44.2,72.8,0.211,100,8.33,rain,0,0,27.3,9.7,198.6,1023.2,58.4,9.4,54.7,4.6,3,10,2023-05-16T07:13:48,2023-05-16T17:18:58,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"94860099999,95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94854099999,94870099999"
melbourne,2023-05-17,58.1,39.7,48.6,58.1,39.7,48.4,40.6,77,0.014,100,4.17,rain,0,0,18.6,8.4,144.5,1027.3,41.8,10.5,119.3,10.3,6,10,2023-05-17T07:14:39,2023-05-17T17:18:10,0.91,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-18,56.2,41.9,48,56.2,40.1,47.8,43,83.7,0,0,0,,0,0,17,8.1,207.1,1024.5,54.5,11.3,79.8,6.9,3,10,2023-05-18T07:15:29,2023-05-18T17:17:24,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"95874099999,D6954,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-05-19,57.4,41.9,51.3,57.4,36.6,51,47.5,87.4,0.071,100,8.33,rain,0,0,19.7,19.6,263,1019.5,67.6,11.1,92.5,8,5,10,2023-05-19T07:16:19,2023-05-19T17:16:39,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YMAV,AV396,95874099999,D6954,94866099999,95936099999,6CV53CK,95866099999,94865099999,YMML,94864099999"
melbourne,2023-05-20,58.3,47.1,52.5,58.3,45.9,51.7,43.9,73.3,0.023,100,8.33,rain,0,0,22.1,8,310.2,1015.6,85.7,10.7,53.1,4.6,3,10,2023-05-20T07:17:08,2023-05-20T17:15:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"AV396,95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
melbourne,2023-05-21,57.3,50.5,54,57.3,50.5,54,46.1,75.3,0.044,100,12.5,rain,0,0,28.9,10.8,241.1,1020.1,76.4,8.6,50.7,4.4,3,10,2023-05-21T07:17:57,2023-05-21T17:15:15,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"95874099999,94866099999,95936099999,C7520,95866099999,94865099999,94864099999"
