name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
melbourne,2023-09-02,59.6,38.2,49,59.6,36.6,48.9,41.9,78.1,0.001,100,4.17,rain,0,0,14.8,9.3,247,1022.2,42.8,9.4,0,0,0,10,2023-09-02T06:41:18,2023-09-02T17:59:27,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-03,67.9,42.2,55,67.9,38.8,54.2,43.9,69.9,0,0,0,,0,0,25.1,12.5,7.7,1016.8,1.4,11.2,0,0,0,10,2023-09-03T06:39:49,2023-09-03T18:00:17,0.6,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-04,70.8,49.9,60,70.8,49.9,60,43.5,57,0.004,100,4.17,rain,0,0,46.8,20.3,355.7,1006.6,60.5,11.7,0,0,0,10,2023-09-04T06:38:20,2023-09-04T18:01:07,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-05,58.1,44.1,51,58.1,40.6,50.4,39.9,68,0.131,100,8.33,rain,0,0,34.9,13,289.7,1013.3,39.8,10.6,0,0,0,10,2023-09-05T06:36:51,2023-09-05T18:01:57,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-06,66,43.1,54.7,66,36.9,53.1,39.9,58.9,0.008,100,4.17,rain,0,0,38,17.9,0.3,1016.4,12.6,10.2,0,0,0,10,2023-09-06T06:35:21,2023-09-06T18:02:47,0.7,Rain,Clear conditions throughout the day with morning rain.,rain,"YMAV,D6954,95874099999,94866099999,94895599999,95936099999,YMML,95866099999,94865099999,94864099999"
melbourne,2023-09-07,70.7,49.7,60.3,70.7,45.5,60.1,42.9,55.4,0.005,100,4.17,rain,0,0,46.1,20.5,358.5,1007.5,48.5,9.6,0,0,0,10,2023-09-07T06:33:51,2023-09-07T18:03:38,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YMAV,95874099999,94857099999,94866099999,95936099999,95866099999,94872099999,D6954,94863099999,94865099999,YMML,94864099999,94854099999,94870099999"
melbourne,2023-09-08,52.5,46.1,49.7,52.5,40.5,47,40,69.2,0.163,100,8.33,rain,0,0,47.9,17.1,321.5,1010.6,71.4,10.8,0,0,0,10,2023-09-08T06:32:20,2023-09-08T18:04:28,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"94898099999,D6954,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-09,56.2,44.4,50.2,56.2,39.9,48.6,39.5,67.1,0.077,100,8.33,rain,0,0,28.6,9.9,288.6,1026.7,44.6,10.2,0,0,0,10,2023-09-09T06:30:49,2023-09-09T18:05:18,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-09-10,58.1,48.9,53.4,58.1,48.9,53.4,44.6,72.7,0.01,100,8.33,rain,0,0,18.8,8.1,248.3,1030.9,72.4,9.8,0,0,0,10,2023-09-10T06:29:17,2023-09-10T18:06:08,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-11,61.5,46.9,54,61.5,46.9,54,46.1,75.9,0,0,0,,0,0,13.2,6.5,211.1,1032.2,73.8,11.1,0,0,0,10,2023-09-11T06:27:45,2023-09-11T18:06:58,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-12,72.6,50.4,60.3,72.6,50.4,60.3,44.7,60.2,0,0,0,,0,0,16.8,7,348.8,1028.4,41.2,10.9,0,0,0,10,2023-09-12T06:26:13,2023-09-12T18:07:48,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-13,76.1,48.6,60.2,76.1,47.2,60,46.7,65.3,0,0,0,,0,0,12.3,7.7,357.2,1026.7,54.1,11,0,0,0,10,2023-09-13T06:24:41,2023-09-13T18:08:39,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-14,74.3,50.6,63.4,74.3,50.6,63.4,48.3,61,0,0,0,,0,0,43.8,25,5.6,1023.8,66.1,11.1,0,0,0,10,2023-09-14T06:23:08,2023-09-14T18:09:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,95874099999,94866099999,94856099999,95936099999,95866099999,94898099999,D6954,95867099999,94895599999,94865099999,YMML,94864099999"
melbourne,2023-09-15,72.2,56.3,64.6,72.2,56.3,64.6,46.1,52.2,0,0,0,,0,0,36.2,13.4,304.6,1019.1,31.5,10.3,0,0,0,10,2023-09-15T06:21:35,2023-09-15T18:10:19,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-16,75.6,49.1,64.7,75.6,49.1,64.7,44.8,51.2,0,0,0,,0,0,29.5,15.6,345.5,1018.1,1.3,10.3,0,0,0,10,2023-09-16T06:20:02,2023-09-16T18:11:10,0.04,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-17,72.9,54.9,64,72.9,54.9,64,48.4,58.3,0,0,0,,0,0,21,8.3,263.9,1019.3,25.3,11.1,0,0,0,10,2023-09-17T06:18:29,2023-09-17T18:12:01,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-18,63.3,56.2,59.1,63.3,56.2,59.1,52.7,79.6,0,0,0,,0,0,19,7.1,214.2,1015.1,83.4,8.2,0,0,0,10,2023-09-18T06:16:56,2023-09-18T18:12:51,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-19,80.9,58.5,69.3,80,58.5,69.2,49.2,51.4,0,0,0,,0,0,33.8,13.9,349,1006.2,56,11.2,0,0,0,10,2023-09-19T06:15:22,2023-09-19T18:13:42,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-20,83.2,50.6,60.1,89.2,50.6,60.5,44.5,57.8,0.002,100,4.17,rain,0,0,28.6,21.9,318.1,1008.2,78.3,9.9,0,0,0,10,2023-09-20T06:13:49,2023-09-20T18:14:33,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"YMAV,94860099999,95874099999,94866099999,95936099999,95866099999,94872099999,D6954,6CV53CK,94895599999,YMML,94865099999,94864099999,94854099999,94870099999"
melbourne,2023-09-21,58.2,48.4,53.3,58.2,46,53.1,41.6,64.6,0.014,100,4.17,rain,0,0,25.3,10.1,212.7,1021.7,57.9,11.1,0,0,0,10,2023-09-21T06:12:15,2023-09-21T18:15:24,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-22,58.4,44.2,52.2,58.4,43.6,52,40.9,66.6,0.004,100,4.17,rain,0,0,18.3,9.2,191.5,1030.2,52.8,11.1,0,0,0,10,2023-09-22T06:10:42,2023-09-22T18:16:15,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-23,60.6,40.7,52.3,60.6,40.7,52.1,43.2,72.4,0,0,0,,0,0,15.4,8.3,191.4,1028.3,58,10.3,0,0,0,10,2023-09-23T06:09:08,2023-09-23T18:17:06,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-24,73.7,45,59.9,73.7,42.3,59.4,45.7,65.1,0,0,0,,0,0,25.3,12.5,7.9,1022.9,14,10.2,0,0,0,10,2023-09-24T06:07:34,2023-09-24T18:17:58,0.31,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-25,73.4,56.2,61.4,73.4,56.2,61.4,48.4,63.9,0,0,0,,0,0,26.6,13.1,200.1,1020.5,42.5,11.1,0,0,0,10,2023-09-25T06:06:01,2023-09-25T18:18:50,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-26,60.8,50.1,56,60.8,50.1,56,44.8,66.7,0,0,0,,0,0,19.9,10.2,194.7,1021.2,36.3,10.6,0,0,0,10,2023-09-26T06:04:28,2023-09-26T18:19:41,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-27,62.2,50.1,55.5,62.2,50.1,55.5,46.4,71.8,0,0,0,,0,0,31.1,11.7,207.6,1024.1,81,9.8,0,0,0,10,2023-09-27T06:02:55,2023-09-27T18:20:34,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-09-28,67.1,50.7,58,67.1,50.7,58,46.3,66,0,0,0,,0,0,13.9,8.2,230.1,1028.1,27.8,10.4,0,0,0,10,2023-09-28T06:01:21,2023-09-28T18:21:26,0.45,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"YMAV,D6954,95874099999,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-09-29,80.7,46.3,64.2,79.8,40.9,63.2,39.2,49.3,0,0,0,,0,0,16.6,26.9,8.5,1022.9,13.9,12,0,0,0,10,2023-09-29T05:59:49,2023-09-29T18:22:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"YMAV,D6954,95874099999,94866099999,95936099999,94895599999,6CV53CK,95866099999,94865099999,YMML,94864099999"
melbourne,2023-09-30,83.9,61,72.4,81.2,61,71.8,38.8,30.3,0,0,0,,0,0,31.3,15.3,358.3,1014.7,10.2,13.5,0,0,0,10,2023-09-30T05:58:16,2023-09-30T18:23:11,0.52,Clear,Clear conditions throughout the day.,clear-day,"94860099999,YMAV,95874099999,94857099999,94866099999,95936099999,95866099999,94872099999,D6954,94865099999,YMML,94864099999,94870099999"
melbourne,2023-10-01,71.5,52.5,64.5,71.5,52.5,64.5,42.8,47.6,0,0,0,,0,0,43.4,16,250.9,1010.3,43.7,10.3,0,0,0,10,2023-10-01T06:56:44,2023-10-01T19:24:04,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-02,81.6,44.6,62.8,80.1,44.4,62.4,44.4,58.1,0,0,0,,0,0,33.1,14.2,10.2,1012.9,15,10.8,0,0,0,10,2023-10-02T06:55:12,2023-10-02T19:24:57,0.59,Clear,Clear conditions throughout the day.,clear-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-03,78,53.5,64.8,78,53.5,64.8,54.8,74.7,0.132,100,12.5,rain,0,0,36.9,17.1,346.7,1007.7,93,9,0,0,0,10,2023-10-03T06:53:40,2023-10-03T19:25:51,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-04,55.3,51,52.6,55.3,51,52.6,49.1,88.3,0.95,100,16.67,rain,0,0,30.4,11.6,176.4,1011.3,93.1,7.1,0,0,0,10,2023-10-04T06:52:08,2023-10-04T19:26:45,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"YMAV,D6954,95874099999,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-10-05,60.8,46.3,53.8,60.8,40.5,52.7,44.9,73,0.281,100,12.5,rain,0,0,34.2,13,264.1,1017.4,70.7,10.4,0,0,0,10,2023-10-05T06:50:37,2023-10-05T19:27:39,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"YMAV,95874099999,94866099999,95936099999,95866099999,94892099999,94898099999,D6954,94895599999,94865099999,YMML,94864099999,94854099999,94870099999"
melbourne,2023-10-06,57.5,46.3,53.2,57.5,42.5,53.1,42.2,67.1,0.127,100,4.17,rain,0,0,31.3,12.9,188.6,1029.9,67.6,9.4,0,0,0,10,2023-10-06T06:49:07,2023-10-06T19:28:33,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YMAV,D6954,95874099999,94866099999,95936099999,95866099999,94865099999,YMML,94864099999,94854099999"
melbourne,2023-10-07,56.7,45.6,52.2,56.7,45.6,52.2,41.2,66.9,0.014,100,4.17,rain,0,0,22.6,12.1,175.3,1033.4,71.1,10.7,0,0,0,10,2023-10-07T06:47:36,2023-10-07T19:29:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-08,60.8,42,51.9,60.8,42,51.9,43.2,74.2,0,0,0,,0,0,21.7,10.4,191.3,1031,37.7,11.4,0,0,0,10,2023-10-08T06:46:07,2023-10-08T19:30:23,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-09,60.3,48.8,54.6,60.3,48.8,54.6,43.5,66.9,0,0,0,,0,0,21.7,9.4,179.5,1027.5,74.8,10.3,0,0,0,10,2023-10-09T06:44:37,2023-10-09T19:31:18,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-10,60.6,50.9,55.6,60.6,50.9,55.6,46,70.5,0,0,0,,0,0,17.4,9.2,195.6,1025,54.3,11,0,0,0,10,2023-10-10T06:43:09,2023-10-10T19:32:14,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-11,78.5,44,62,78.5,41.2,61.5,47.8,65.3,0,0,0,,0,0,33.3,14.8,5.4,1020,39,10.7,0,0,0,10,2023-10-11T06:41:40,2023-10-11T19:33:10,0.88,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"D6954,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-10-12,69.7,51.4,59.5,69.7,51.4,59.5,46.9,66.2,0.015,100,12.5,rain,0,0,45.4,14.8,286.4,1014.1,84.2,9.5,0,0,0,10,2023-10-12T06:40:13,2023-10-12T19:34:06,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"94898099999,D6954,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-13,62.3,49.7,55.9,62.3,46.2,55.8,49.5,79.1,0.112,100,12.5,rain,0,0,27.7,9,267.6,1019.5,89.7,11,0,0,0,10,2023-10-13T06:38:46,2023-10-13T19:35:03,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"94898099999,D6954,95874099999,94866099999,95867099999,94856099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-10-14,65.5,53.1,58.8,65.5,53.1,58.8,47,65.8,0.004,100,4.17,rain,0,0,33.8,11.6,271.5,1017.8,75.4,10.2,0,0,0,10,2023-10-14T06:37:20,2023-10-14T19:36:00,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-15,61.3,52.6,55.4,61.3,52.6,55.4,45.9,71.1,0.081,100,8.33,rain,0,0,23.5,8,276.5,1016.5,93.3,9.9,0,0,0,10,2023-10-15T06:35:54,2023-10-15T19:36:57,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-16,57.3,50.3,54,57.3,50.3,54,43.8,69.1,0.152,100,8.33,rain,0,0,45,16.5,214.4,1018.5,67,9.8,0,0,0,10,2023-10-16T06:34:29,2023-10-16T19:37:55,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-17,60.7,50.6,55.5,60.7,50.6,55.5,43.3,63.8,0.045,100,4.17,rain,0,0,24.2,10.2,181.5,1030.3,52.2,9.7,0,0,0,10,2023-10-17T06:33:05,2023-10-17T19:38:53,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-18,74.4,43.9,60.3,74.4,42.5,60.1,46.8,65.8,0.007,100,4.17,rain,0,0,22.4,12.5,3.2,1027.3,12.6,11.1,0,0,0,10,2023-10-18T06:31:42,2023-10-18T19:39:51,0.12,Rain,Clear conditions throughout the day with morning rain.,rain,"94898099999,D6954,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-10-19,79.6,51.6,66.6,79.6,51.6,66.6,49.1,56.9,0,0,0,,0,0,19,9.9,13,1020.8,32.8,11.6,0,0,0,10,2023-10-19T06:30:19,2023-10-19T19:40:50,0.15,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-20,83.2,57.4,71.3,81.4,57.4,70.9,50.4,51.4,0,0,0,,0,0,18.3,9.2,20.9,1015.3,52.1,10.8,0,0,0,10,2023-10-20T06:28:58,2023-10-20T19:41:49,0.19,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-21,72.4,57.7,67.2,72.4,57.7,67.2,48.4,51.4,0,0,0,,0,0,31.1,12.3,279.2,1008.1,79.8,10.3,0,0,0,10,2023-10-21T06:27:37,2023-10-21T19:42:49,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-22,59.7,52.9,56.2,59.7,52.9,56.2,43.8,63.6,0.008,100,8.33,rain,0,0,37.1,14.5,308,1010.5,85.2,11.8,0,0,0,10,2023-10-22T06:26:17,2023-10-22T19:43:49,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-23,63.7,51,56.4,63.7,51,56.4,45.4,67,0.004,100,4.17,rain,0,0,26.4,7.7,256.8,1015.1,87.3,9.7,0,0,0,10,2023-10-23T06:24:58,2023-10-23T19:44:49,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-24,76.2,53.7,63.9,76.2,53.7,63.9,43.3,50.2,0,0,0,rain,0,0,43.2,19.6,331,1008.9,57.1,12.1,0,0,0,10,2023-10-24T06:23:40,2023-10-24T19:45:50,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-25,54.7,46.9,50.5,54.7,43.9,49.1,37.8,62,0.002,100,8.33,rain,0,0,32,13.3,248.8,1018.9,47.8,10,0,0,0,10,2023-10-25T06:22:24,2023-10-25T19:46:51,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-26,57.4,44.9,51.7,57.4,41.1,50.5,42.4,71.7,0.29,100,8.33,rain,0,0,36,13.1,202.6,1029.4,78,10.2,0,0,0,10,2023-10-26T06:21:08,2023-10-26T19:47:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-27,66,47.2,57.9,66,47.2,57.9,43.4,59.1,0.016,100,4.17,rain,0,0,25.1,8,187.6,1031.1,37,10.3,0,0,0,10,2023-10-27T06:19:53,2023-10-27T19:48:55,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-28,73.1,48.9,60.7,73.1,46,60.5,44,57.7,0,0,0,,0,0,38,17.5,359.9,1022.7,57.4,11.7,0,0,0,10,2023-10-28T06:18:40,2023-10-28T19:49:57,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-29,69.2,47.8,58.3,69.2,47.8,58.3,48.2,71,0,0,0,,0,0,28.6,9.4,205.9,1013.5,44.3,10.9,0,0,0,10,2023-10-29T06:17:28,2023-10-29T19:50:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-10-30,71.5,55,60.9,71.5,55,60.9,47.1,63.1,0.001,100,4.17,rain,0,0,36.5,16.1,300.1,1007,67.2,11.7,0,0,0,10,2023-10-30T06:16:16,2023-10-30T19:52:02,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999,94870099999"
melbourne,2023-10-31,60.4,48.6,54.9,60.4,45.6,54.4,41.5,61.1,0.073,100,8.33,rain,0,0,28.6,10.9,222,1017.4,55.6,11.5,0,0,0,10,2023-10-31T06:15:07,2023-10-31T19:53:05,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-01,59.7,52.3,55.7,59.7,52.3,55.7,44.6,66.4,0,0,0,rain,0,0,23.5,9.6,200,1024.4,80.2,10,0,0,0,10,2023-11-01T06:13:58,2023-11-01T19:54:09,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-02,60.3,52.7,56.4,60.3,52.7,56.4,43.5,61.9,0,0,0,,0,0,25.5,11.6,177.5,1023.5,93,6.2,0,0,0,10,2023-11-02T06:12:51,2023-11-02T19:55:13,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"94860099999,94898099999,D6954,95874099999,94866099999,95867099999,95936099999,95866099999,94865099999,94872099999,94864099999,94870099999"
melbourne,2023-11-03,59.5,53.6,56.3,59.5,53.6,56.3,45.3,66.8,0,0,0,,0,0,27.5,9.6,177.2,1022.7,95.8,10.8,0,0,0,10,2023-11-03T06:11:45,2023-11-03T19:56:17,0.67,Overcast,Cloudy skies throughout the day.,cloudy,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-04,68.5,51.6,58.5,68.5,51.6,58.5,46.2,64,0,0,0,rain,0,0,28.2,13,172.5,1023.4,58.8,10.3,0,0,0,10,2023-11-04T06:10:40,2023-11-04T19:57:21,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-05,74.4,48.8,61.8,74.4,48.8,61.8,50,67.1,0,0,0,,0,0,18.3,9,160.8,1023.9,21.2,11,0,0,0,10,2023-11-05T06:09:37,2023-11-05T19:58:25,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-06,84,54.2,69.9,82.3,54.2,69.5,51.8,57.6,0,0,0,,0,0,29.5,12.9,8.2,1019.3,51.8,11.4,0,0,0,10,2023-11-06T06:08:36,2023-11-06T19:59:30,0.76,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-07,86.8,63.8,74.7,84.6,63.8,74.2,53.6,50,0.004,100,4.17,rain,0,0,33.3,19.8,5.9,1014.4,43.2,10.8,0,0,0,10,2023-11-07T06:07:35,2023-11-07T20:00:35,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"YMAV,D6954,95874099999,94866099999,95936099999,95866099999,94865099999,YMML,94864099999"
melbourne,2023-11-08,85.2,60.1,68.6,83,60.1,68.4,56.4,69.1,0.033,100,8.33,rain,0,0,31.1,14,349.1,1013.3,53.7,10.7,0,0,0,10,2023-11-08T06:06:37,2023-11-08T20:01:40,0.83,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-09,73.1,59,63.3,73.1,59,63.3,56.5,79.1,0.302,100,4.17,rain,0,0,17,8.6,202.7,1013.8,65.8,8,0,0,0,10,2023-11-09T06:05:40,2023-11-09T20:02:45,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-10,91.2,56.9,74.3,88.3,56.9,73.4,53.9,56.4,0,0,0,,0,0,23.7,11.4,359.6,1011.8,31.3,10.2,0,0,0,10,2023-11-10T06:04:44,2023-11-10T20:03:50,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"YMAV,D6954,95874099999,94866099999,95936099999,94895599999,95866099999,94865099999,94864099999"
melbourne,2023-11-11,78.8,56.7,67.1,78.8,56.7,67.1,49.3,54.6,0,0,0,,0,0,35.6,12.4,191.4,1014.3,46.8,10.6,0,0,0,10,2023-11-11T06:03:50,2023-11-11T20:04:56,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
melbourne,2023-11-12,63.9,53.4,58.5,63.9,53.4,58.5,44.7,60.3,0,0,0,rain,0,0,31.1,12,197.1,1020.3,57.2,11.2,0,0,0,10,2023-11-12T06:02:58,2023-11-12T20:06:01,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D6954,95874099999,94866099999,95936099999,95866099999,94865099999,94864099999"
